gene	BY	RM	1_1_d	1_3_d	1_4_d	1_5_c	2_2_d	2_3_d	2_4_a	2_5_d	3_1_d	3_3_d	3_4_d	3_5_d	4_1_c	4_3_d	4_4_d	5_1_d	5_2_d	5_3_d	5_4_d	5_5_d	6_1_d	6_2_b	6_3_c	6_4_d	6_5_d	6_6_d	6_7_d	7_1_d	7_2_c	7_3_d	7_4_c	7_5_d	7_6_c	7_7_c	7_8_d	8_1_a	8_2_d	8_3_a	8_4_c	8_5_b	8_6_c	8_7_b	9_1_d	9_2_d	9_3_d	9_4_d	9_5_d	9_6_d	9_7_d	10_1_c	10_2_d	10_3_c	10_4_d	11_1_a	11_2_d	11_3_b	12_1_d	12_2_b	13_1_a	13_2_c	13_3_b	13_4_a	13_5_c	14_1_b	14_2_c	14_5_b	14_6_d	14_7_c	15_2_d	15_3_b	15_5_b	16_1_d	17_1_a	17_2_d	17_4_a	17_5_b	18_1_d	18_2_d	18_3_d	19_1_c	19_5_b	20_1_d	20_2_d	20_3_c	20_4_c	20_5_d	21_1_d	21_3_d	21_4_d	21_5_c	22_1_d	22_2_d	22_3_b	22_4_d	22_5_d	23_3_d	23_4_d	23_5_d	24_1_d	25_1_d	25_3_d	25_4_d	26_1_d	26_2_d	26_3_d
YCP4	1731789.42008	2077663.08443	1363002.826275	1500096.77805	1210578.27715	1531827.211825	1004513.993825	1177461.853325	2312927.001525	1642871.412425	1820411.5401	2404284.650875	2029281.39935	1741514.885375	2814399.87445	990430.7217	1769060.8382	1742221.6289	1458117.98935	2204666.1895	1813353.623275	1218227.3539	1830309.0565	2285590.58505	1293470.196275	2014846.779525	2285846.263175	1334498.160525	1295611.0053	1734184.73515	2544334.74925	1737980.7147	1565160.390275	2201152.068875	1481977.063575	1936568.17585	1316459.0379	1899850.294325	1445279.353425	1125908.3894	2623401.52975	1395127.20635	2117620.86255	2049931.259125	1326655.971	1515117.07415	1523198.658125	1195370.984675	1315159.2295	1885363.818925	1133604.656175	1640322.786125	1572603.235575	2646808.07475	986786.595925	1300827.229425	2823165.17205	1542420.608575	1946022.069275	1851290.264625	1631312.97335	1314546.45545	1151321.37645	1730614.136475	2627179.65685	1423953.836025	1752094.42925	1093310.46185	1058732.318775	2495218.127575	992391.412525	2606821.131175	1852634.707025	1653611.288475	1403477.255525	1519697.61525	1650757.4155	2728117.677975	1279191.0558	1154611.449825	3339779.614125	1212605.1736	659869.036866667	572018.997066667	406278.8985	1242233.909875	562232.559866667	562269.889833333	482422.18815	1629319.493575	1485409.1825	1229195.156625	1433065.123725	1630313.637475	1956047.03365	1948770.4454	1947825.062775	1427817.990475	1236672.98215	1208170.552725	1816460.855525	1099504.9442	1553951.347475	1742576.718675	1307886.876575	1150481.823275	1963336.034075
CIT2	4417030.02645	14987809.1293	8078704.01655	15660216.147425	5554379.1735	5050087.2713	NA	5234267.2156	31683686.2758	4121379.8139	4030839.3717	4137218.4622	47831248.2397	4727872.207025	45461764.8434667	4400246.66175	16649445.380575	42478756.7767667	5001880.0352	3147073.57715	3283798.917175	10136778.930925	5059079.9434	5621914.80125	8884985.6272	19357277.695725	4054483.4703	6047616.677275	5295336.39465	NA	3424542.037425	4626698.26215	4297549.19325	26040898.42705	4718057.20615	4223810.7269	7970138.28966667	60908645.4689	4507758.4706	4193553.389675	8806943.4494	5406782.302	54521451.7137	NA	NA	61119512.6829	18796042.135925	56586595.0163	7762913.78385	63570037.2071	4975379.5454	62054523.1813	NA	5474929.514225	7354398.8214	7824453.17235	9705812.995125	6769961.70016667	54473362.3703	9984960.368925	32313930.0508667	54342020.2816	8729853.2331	16040348.307075	12712830.02915	58370929.0067	NA	NA	NA	62672486.63365	12480353.1057	1068438.3724	71538483.2776	4473263.59865	43422566.66515	4298114.8693	3440719.922275	3326185.779325	5834369.76635	12716796.873425	18281952.3129	4914297.632325	6655886.769625	4126507.917375	32175582.546	3446644.064375	4293200.477575	38203559.919575	86113718.8866	3059365.93225	64618691.0237	4092520.758175	3485754.2978	53146982.98745	25705348.770275	3620732.08276667	39022504.4652	5275139.1073	39193880.66855	29534437.9193	NA	48917140.2738	21354888.4928333	15565782.5748	56561932.18765	32049324.692275	39709686.7793
RVS161	1354010.5191	915483.18795	1204776.339575	791957.383266667	971519.206975	1513837.49075	NA	NA	1152065.257225	1341370.70575	1956037.773675	1537192.859875	1071238.212475	1276265.82295	1012745.799725	1432682.191975	1318267.18855	848291.837675	1277440.154575	2342831.535025	612729.15835	755991.052275	672704.64375	1309786.8156	648274.399766667	1286196.9084	1110033.4888	1046251.585325	1194105.00115	1056973.4233	1376057.50845	1041044.72375	1479128.47305	1152703.0764	1253911.81315	NA	NA	923130.009025	1076767.4013	1379344.410975	1352185.84385	NA	NA	750119.5839	748677.76915	613951.683425	1265471.5572	485172.73045	NA	NA	500166.8146	222875.2517	367786.6647	422164.4706	418713.01205	NA	495377.11145	391082.172375	317376.7181	655185.9201	245520.99905	290756.77895	NA	626613.938433333	592514.638275	380534.0996	641756.796825	737884.224	491317.7579	370211.377675	532666.94925	733033.533925	614425.445675	1147032.644175	834107.66425	1101826.70506667	1311774.116675	1570138.389175	866042.173233334	911473.391725	1608459.400575	NA	378085.47085	NA	348946.2162	453063.44985	1018789.8745	760295.73425	670058.6714	410776.2018	587058.8932	544303.0013	NA	343992.0902	526734.3167	1141904.84776667	785601.218625	852878.816833334	566326.4394	552428.15785	372953.461975	699387.7816	722604.779975	883094.90195	733420.676625	664391.977325	1189806.281925
ADP1	40852360.0160667	56765716.01455	42853131.6174667	39461158.89165	46263894.4461	42183616.33435	47938720.9554	41335320.748375	43498365.45005	51379335.08675	44945828.562	54268086.7103	28780874.47155	44986960.0041	26373857.2699667	59033380.2616	39907689.924475	37377790.8056	58054689.1940333	50678924.26525	46878037.0969667	50870605.9580333	53740567.64205	46102941.46605	57673862.1563	65865060.5960667	47621012.2691	51342701.63735	50201219.5445333	47217307.3924333	59737770.0068667	51630990.471	58637667.26385	44806438.151625	43008162.57765	45555566.6641667	53360432.80035	32125834.280725	44901283.0902667	59997126.1708	58456591.76795	53613173.49235	25651262.3479333	47733584.7019	46553546.4223333	36414055.4892	48682797.5811333	33245400.48325	52532220.0169	26791646.6245667	51592468.07165	48417361.78445	51544214.7489333	50309155.9273	47317935.4105667	49731073.017675	65618774.419925	69614384.6177	45117202.593825	58725659.7554667	55239094.0932	38104896.82775	50795116.1354	47565237.385475	41591584.1670667	31124788.7895	70249566.087	50600141.74675	53061773.8708667	45729835.5651	65300865.093475	49325229.4827	34576537.5249	49031577.5638	35767319.6557667	56339171.47565	66077996.8376	60484978.370575	54649605.6337	68329806.946	62240731.2689	36429895.531175	22171575.3160667	31176837.5831667	25929595.1018	35993784.3658	29200536.875775	22732340.21055	20429202.011075	51038461.046825	26989350.98175	52457283.947225	42306297.3509	32106742.515775	39748552.2152	63807161.082775	52369084.886525	59325613.7396	42927818.6828	50779395.1876333	26486662.527	41407158.4075	64356869.29265	59870338.632275	41054988.7369	51072958.115875	27149677.0135333
PGK1	65035210.38934	52560764.97113	49428539.78155	43714744.518675	40083326.504775	43091688.9237	31264855.423225	40450971.049175	35493029.206275	42446052.931275	37205621.46475	45804805.514075	39519334.3817	51687940.2571	39897205.875775	41106479.642575	38251429.073325	21705904.051825	40858047.590425	68324044.528075	48743446.83925	50015911.0855	36085321.452725	26702833.70315	43929961.79465	56111148.589625	37977844.3	39162424.718025	46285861.59395	28983667.974975	34746108.30875	42080078.359725	54696987.295425	38181893.6574	47022842.755325	41477079.7256	24703237.397325	43950671.757725	43952408.554325	60310003.35335	38179389.4271	63408104.911175	17457480.3905	62443662.2261	66289067.72125	64831408.657475	49255199.15575	62706239.71195	69976962.630575	50647831.444225	82445429.980775	52426880.004475	86839939.141575	57435086.022775	80144449.269975	41729668.51025	62164873.88475	70950003.7433	43225162.21645	63066919.6498	43650646.0779	41900161.86675	51027390.162125	64241289.360975	50788047.3489	62004054.903575	66429881.755075	64519303.410075	74003285.2696	51234936.682	79679235.123825	50473238.13125	67282781.628725	54300484.3583	37305172.104075	47836830.155925	59498556.020575	45114836.8212	60339810.65545	59294722.0647	55329865.414925	35441717.66725	44619263.760625	77276512.904175	52266068.917525	65099829.62705	50286803.077125	90978402.543225	69592826.630175	68813201.095425	63962655.4655	45863252.49105	68913684.12655	55930684.2802	54163203.61735	54859086.3301	79630077.8804	91381974.37085	55498644.985075	68258146.1948	37784204.070275	69317720.685225	65011764.234325	65040903.072775	62430093.733075	85361549.48605	47686395.552675
HTL1	2215107.4861	2078718.14416667	NA	NA	NA	1975733.1687	3038321.2186	3206081.30666667	610551.7577	2597561.337325	623103.16295	838764.3518	NA	NA	217255.1309	3105271.014575	NA	250378.8641	2177757.30455	2026880.123725	NA	NA	NA	428455.3051	1158297.857425	NA	1406510.81075	2649238.7406	2793147.62553333	1958321.935425	625038.397	1516602.755725	NA	687887.7746	1142015.6816	3296615.69075	1398614.31783333	281135.78465	7298282.989	NA	NA	NA	212339.5292	NA	3940787.42565	1097193.638075	1920898.13655	2046903.6456	2173090.81686667	494231.300433333	NA	707527.02815	575622.4976	465689.283775	NA	4317323.315	716224.97635	788235.0564	435693.068333333	4792611.6241	397183.6764	395513.93575	6669113.953875	3389310.72295	510189.8316	1671796.63145	1063878.382225	2349799.65906667	1059551.62023333	444926.2605	4524419.990025	5121009.9326	667066.662266667	NA	277523.8632	NA	559134.0019	334797.1742	NA	NA	767678.5753	456556.0493	564663.5887	NA	488780.7429	303473.5058	1201852.3114	906244.8294	591209.01595	472731.84035	389264.2836	1188236.31575	651012.3708	478538.8624	404328.1846	1142814.2424	641935.5394	657681.4936	544053.102825	662772.103166667	214672.1319	504831.2593	715147.05625	797584.05165	612747.6512	745919.256925	359638.512
RIM1	1344684.9423	1254925.04666	628921.4228	1146466.86946667	1292670.184525	1404994.214175	758754.076675	1197569.910375	1338174.699825	1072733.6229	1225833.375875	1464804.2914	1698485.253175	1354283.646825	1886004.007225	1462635.89095	1840261.825625	1991402.3199	1426746.099225	1193536.967525	1292547.4005	627761.8757	1123453.7439	1276629.479775	928981.0604	1179740.56135	1767251.13356667	1389371.79115	1308967.17745	1611277.6195	1574246.438125	1551813.1348	1174026.25685	1789313.9978	1735717.911125	1927759.06225	1183574.21375	1661141.53395	906826.6088	1173319.49245	934586.845875	810707.637025	2082416.380675	1012551.352225	762348.308775	1159040.314725	860789.1768	1002618.429825	966859.185225	1578054.749225	591273.76655	1866755.143	1086617.537825	1555295.442825	975296.42125	1116460.586725	1246538.676075	1277299.72545	1759818.3421	1019580.57705	1709814.09605	1925372.876525	958142.44435	1226573.342325	1698209.343825	1115787.623625	1141895.50085	716925.172	1246879.147725	2102673.59075	753915.903175	994352.479425	2037400.300575	1300048.158675	1706901.145225	814240.05555	1263677.69685	1348063.222125	1007261.168475	1043546.296225	1672725.251275	342711.579166667	109091.9053	256819.689775	239679.446466667	378882.448	239675.944225	46726.760825	48629.82595	949852.161725	1883756.8566	1156144.721475	1144503.15335	1589204.40905	2119224.14005	1635219.101225	1133590.343175	775784.5266	985244.157675	877932.8264	1691701.5366	1105921.0255	1922174.645475	1735316.583175	2317351.20725	1746011.32755	1875063.53805
RPS14A	43732106.54358	39594612.8783	37312798.54805	30057233.196425	38715686.4201	37213550.763275	35838472.0415	43145795.099225	20012634.49765	40519309.33595	34729983.550975	36182600.953725	21077237.330925	40135823.00025	17167110.677025	43936246.374375	28377753.662375	21111911.367075	34456792.781325	31560458.336775	43803059.2488	39921036.732875	35083628.26095	36615738.73825	51337095.244875	32197518.65895	33184731.650475	41609596.849225	39304413.872	41419130.15775	31201313.1468	40648341.424825	32556902.585575	24839658.049525	37782871.862775	41299128.01285	39374693.349	19523408.32045	38460815.426875	37224898.491975	30274578.879525	34528362.342425	23774631.604425	32522242.5381	32619552.27345	22038531.165075	29853067.4268	24396579.6304	42954275.82405	24090590.787525	33572347.2615	31192294.627825	46772804.415975	46745502.154825	56114087.172775	44725869.591975	34900076.604725	52768745.442025	33278354.3247	36780890.19705	36236445.778775	39034950.357825	44721301.25655	33222282.760425	40426529.7622	24286409.54815	45666641.082225	35417286.611975	29420928.1095	35972848.71775	31620016.85305	32405584.652225	31275027.60205	34693245.742125	17318554.800325	25966126.8513	37958642.63295	33794675.487725	34481260.664475	27164094.0259	23712793.564225	21519595.010625	25964942.348225	31801864.635125	37249074.49025	31791717.072	32110996.9858	33687620.006025	30088448.45225	34178258.785	19310041.719825	31238530.90505	25819285.524125	22112539.123725	30253008.23045	34184700.6531	21937376.84215	38894203.09955	35731380.028175	38329241.211675	20643744.67945	17266303.157675	36514780.0951	37750524.375275	23318262.4161	38113627.638875	20016546.842175
RRP43	2033197.88765	NA	1861015.644925	1338804.3295	2020343.701725	1961888.811775	806034.876766667	1403674.397775	697487.56545	897804.9138	1766804.047725	1177527.17315	477522.51295	1303656.032225	603439.8664	1895503.152975	2395042.28995	734650.9952	3311464.367475	2217940.7497	1439493.3385	1295017.5332	1158480.4518	830092.18955	1290951.161675	1518104.11715	2784561.9235	1641153.16485	NA	NA	1480528.730575	2087734.1642	1921788.105975	1127351.822325	2009892.849225	NA	NA	410851.2651	1387799.86815	2781445.2166	2039759.235325	2311606.7842	361612.0681	1672753.54765	2264255.4625	607913.115425	2162927.8978	590288.7088	1972455.0184	220581.5885	2550541.492975	712107.09155	1901802.2061	1776231.55325	1587110.89985	2339245.818575	2619377.80965	1921053.9649	873252.56595	2973691.461425	1692441.324275	1073601.11645	2300023.9132	2846891.8597	2698865.3331	1001697.0304	2045788.971825	5377309.398925	1133620.336625	790283.97805	3076034.82465	1992714.9119	669101.52285	1054769.2573	NA	1952586.741475	954213.049275	730325.214075	801160.0706	1680898.15163333	526895.0751	2070873.741425	1599417.14995	2187681.748125	1173886.6349	2364748.37725	3860578.526975	1047649.489075	856593.0704	1441747.755725	239114.0985	2146422.59425	1412179.44815	704432.84285	1229644.942425	1656059.63525	1466254.629725	1431614.02025	1123985.345625	1392865.952025	612581.714025	957713.3281	1285542.013925	1709188.9377	1159015.098325	1534640.5583	373766.41265
TAF2	2062341.136525	2138808.66213333	1107422.6713	630241.2428	578335.99425	615171.017	467216.4658	NA	692958.251225	244529.6644	1223871.783975	1026741.5878	736145.043525	1706471.746325	487313.355975	1267548.6753	625044.905	551414.97085	816374.348225	994593.152666667	1032860.465175	1489060.03335	1229843.286925	1584332.62975	2698694.81745	1060559.28475	2443410.59306667	2610327.90495	1806462.3162	2568905.41635	904875.963725	1922803.62356667	1441899.6265	696902.020125	719959.935075	2035855.3383	3064829.8717	529294.781925	2381358.6305	566840.3942	1036558.373975	1335575.751575	574378.911025	1298109.77995	895453.859525	355599.81205	793522.491075	320701.8959	666327.37685	241359.7817	723814.524325	767919.9948	1425924.6138	1398894.1134	2049042.970675	1916204.91815	1390370.84195	2223862.435225	1112500.794725	1596784.2949	1933652.7889	1397723.943975	1652325.44025	1779433.21445	2576122.7314	706951.45	1700253.7667	1153422.0043	856300.9027	1112416.57395	1373872.213475	1530815.0236	1131915.77575	709376.97165	407050.0881	681096.320666667	730453.58055	840013.03825	1411777.7934	600385.452775	475626.723625	NA	1295904.4944	866062.826866667	815333.5471	389946.66355	420417.8535	570299.805833333	450362.62965	506314.801225	381234.803875	1180974.10503333	625415.2487	468737.340933333	668434.098966667	387712.935466667	281869.5252	1680850.9748	513090.7427	531180.027925	223374.854633333	NA	519445.181225	524422.261775	235564.35055	684515.282	340507.1497
YCR050C	1187568.707575	1098619.89633333	1164881.24805	1952253.16406667	2123994.4668	1765443.9343	751033.91235	1420840.8194	779212.798133333	796949.03545	1156925.04245	706267.4172	679948.5892	1199117.13773333	NA	1890011.659075	2416799.220925	1245826.100975	3155890.385475	1836347.73103333	1875364.4001	962320.124666667	624115.306933333	780762.50125	1245877.7055	1163984.501925	2851357.323825	1221389.01773333	1585260.42445	969320.308075	796059.142025	799993.292733333	964463.118875	1530533.998275	1342689.57845	1314833.605525	706379.554133333	NA	1142405.22775	1769721.42705	1277591.432425	2242621.928125	546726.7883	1808891.519475	1961314.2957	1232879.1052	2451683.70255	1537780.1113	1507265.082725	NA	2066720.1112	1081317.627025	1797304.67715	1541886.667225	1556077.272175	2332039.19245	1436345.2984	1717044.24285	1510621.514475	2264113.5307	2054824.747025	1950939.0531	1888684.08275	2202433.14545	2051655.254625	1584727.52445	1863885.155075	3363073.656975	1375414.019825	1419480.690825	2383431.32605	1932213.900925	783010.92065	1181938.57673333	NA	1514231.33476667	604612.0587	NA	881744.4864	1041803.48595	NA	1556093.328875	922528.0277	1566874.866625	1183504.83315	1199361.236175	2310591.7609	1117341.64515	950981.4711	1299722.0683	581394.9857	1578888.384475	1037810.0303	693221.04205	1174355.68175	1210640.7805	1614900.7706	1723944.2124	1656726.935075	1635252.637125	728081.40375	872629.35715	1725897.41725	1589865.25603333	1188340.1389	1825814.03403333	NA
THR4	5670668.95055	4743784.81238	4197286.013775	5296971.762925	4117830.991225	5114393.361075	4295611.66705	4416435.815125	9276316.315275	3797072.772775	3871168.5582	5947144.426525	11327035.86365	5524990.80085	11948475.9455	4931474.566475	4905149.46165	12616104.5819	4790198.8302	4706926.978425	3628911.34895	4333187.8607	3874742.006775	5109284.3621	5198529.52935	5992488.03775	4734320.136275	4716917.3826	5701146.089725	4327876.111375	4658276.03335	4969759.29176667	4924687.10105	7961321.736975	4970376.5925	6143363.727575	6703496.10013333	14912584.116725	5283081.04255	5309353.20155	4190355.1955	5389445.725825	10855185.2066	5956102.876125	5423831.880175	10735507.794425	5053100.054	10501600.178375	6392955.48075	12115464.563175	5134521.054	10915976.290225	5621632.118475	4429282.5468	6119091.78535	5257646.2137	4619518.858175	5715943.3931	10990428.421175	4786034.184125	7561891.4508	10338394.26435	5742484.55565	6488692.954275	4725434.689875	12736840.9721	5912444.646525	5824097.577125	12078299.206	12055608.297	6531173.551225	4761682.8052	14048969.653575	3953204.148525	9853338.479525	4655430.362925	5428374.8596	5269883.178525	5862323.9219	5730672.39175	7135452.07115	2190059.5139	3517572.0144	3515713.621825	6548092.45885	4355040.1054	3480459.564875	6804611.241375	8601099.2568	4757527.58225	10175812.64655	3953525.38945	4097571.375025	9744598.820625	7232538.491275	4947103.4813	7902662.06455	6037239.645825	8663752.71415	6915423.0623	10506541.9284	10276175.557725	5425723.716275	5375111.2091	10152863.17295	6475500.079875	9479539.859575
RSA4	1536007.44546667	1225347.6635	2493410.54776667	1246419.5115	NA	NA	NA	NA	2065301.49046667	1254465.40873333	1605457.52646667	1252788.94485	NA	1678086.56983333	NA	NA	1662115.991575	NA	1088473.603	3991485.13505	NA	1490058.6283	1600761.04106667	1403062.1032	1263413.7256	2487948.611125	1912655.26656667	NA	NA	1227339.1266	1476988.2027	NA	2139573.0352	1843617.420925	NA	NA	NA	NA	NA	NA	2625453.92765	1368641.372	NA	1806588.0249	NA	853363.189	2619419.3668	1086563.0197	1718049.327775	NA	2191501.336975	NA	1060813.0669	2900069.235	NA	NA	3701588.575625	NA	NA	3402152.714125	1530030.0365	NA	NA	2363156.68523333	2192372.81035	NA	1193500.047	2047883.14286667	NA	NA	1650375.516	2239908.175925	NA	NA	NA	NA	NA	NA	NA	NA	965201.5079	1835363.885025	1914378.5841	2825039.69855	NA	2183879.5512	2491194.419	2471395.20005	NA	NA	NA	2006887.75525	NA	1607702.4179	1267189.8793	1108972.8889	2033899.220875	1907340.2449	NA	1660226.09373333	NA	NA	NA	1836933.92875	NA	852877.3478	NA
SOL2	617051.933925	609466.550575	NA	NA	NA	368534.9272	NA	894144.1956	927067.1963	1026579.92303333	1023805.13845	388981.6996	686405.54695	349681.55705	693944.3348	817173.606033333	804516.6627	906357.166833333	NA	NA	467561.3585	NA	685625.94345	504337.618033333	384311.5359	715933.8411	866706.625875	NA	NA	NA	NA	414735.65375	NA	772731.3244	NA	427956.08875	609151.12205	819956.4162	NA	713432.1345	NA	1125716.1117	1885192.65046667	2067531.099175	1878619.756575	3042764.10885	2472226.831475	2424273.75705	1016536.94945	1551548.497975	579645.95765	1235000.2314	607990.770366667	587141.070666667	449565.9689	587469.806366667	767349.1943	507077.04615	1195639.214575	560700.9932	1004955.2992	993262.63065	696311.6957	579961.301525	995695.9448	920671.974075	519191.179775	730329.8978	852278.351675	934274.21545	634135.180433333	956874.223175	1120593.5207	NA	540131.1755	NA	619561.4357	488439.9103	NA	NA	801905.5833	NA	NA	NA	651846.5476	393498.7727	1076091.418	820149.38175	1406537.955	747894.7616	1705809.1424	951348.18825	1891756.442	1152441.2187	931500.811133333	666778.612033333	1026111.0776	745978.464	790546.8083	723191.67015	1071840.05993333	466825.0731	1097900.5082	605515.6561	1321589.42593333	477966.247033334	NA
SRB8	3520678.58925	3913200.253675	4777067.6982	2981052.61303333	5229957.8561	2867071.32155	4707298.98903333	3184771.7734	3095908.145925	NA	2150130.21	NA	1338503.55075	5030435.67063333	2463858.80595	4896934.1734	2946249.4053	3898522.602725	3889009.68625	3235495.0891	7336425.4899	4967318.2753	4303251.6755	3378738.28985	3469507.2725	2493778.0021	3575926.9323	5981564.00606667	5736136.30025	NA	NA	6477833.8225	NA	2820176.7356	6899796.7779	2965309.92835	5228036.0183	2325482.6015	5371588.239625	2472643.4981	4074985.99935	4983342.583	1380578.58376667	3162824.778725	NA	2267098.6988	2250613.4873	2823292.70623333	4183241.3543	2707165.52835	6134234.71615	2951069.547775	5746728.5774	8088759.57563333	8429197.929125	4633047.97953333	2309243.2589	6062558.65166667	1724196.995	3682382.1047	4334700.9837	2119305.693	7185677.135875	2786032.4383	2937102.5281	3237566.1393	5642517.7663	4808059.7709	3279080.965075	2982477.67336667	4568520.0278	NA	2081022.2395	5499263.39966667	2063286.12725	3992292.6032	5825213.806725	5535287.79593333	7954338.81923333	3575329.47863333	4312577.3401	NA	1822997.2472	1914448.0866	2644207.4257	1725784.082	2953588.31735	1200102.5925	1409871.09845	4110563.9651	1634534.8655	3384446.1604	NA	2290275.49895	4523146.7186	3482329.5606	2673645.0678	3725569.9291	3887678.528	3680802.97446667	2005706.993875	1870418.2432	2763298.16173333	4121334.73866667	2285145.4039	3915661.14136667	2699516.1868
TUP1	551314.8801	546659.264411111	548381.895925	493111.3729	804013.011566667	568798.87885	502854.5008	621748.787825	518775.973033333	536513.5553	658345.9261	813403.261066667	441962.7018	782185.754225	562182.7195	793965.6415	555969.365075	569955.6409	792283.942025	481482.397425	618135.71795	720328.03215	767355.6647	722080.33435	716079.884475	626319.084533333	571763.3764	739580.936975	564687.083866667	676367.357825	591376.153366667	809419.474125	476525.108	448772.6591	612267.13095	838530.454175	644575.043725	NA	518022.15305	534137.959533333	607390.1416	457201.9422	479639.5515	461258.637775	460273.237566667	NA	427101.1652	363365.54735	460110.4633	327321.870733333	373240.378933333	615165.524925	466992.33475	566675.718175	464491.577633333	598472.440775	542993.709725	535500.873275	605568.530833333	557836.53795	426102.82375	494893.038125	533482.68335	511778.18255	547059.877425	422382.8381	646871.37995	368960.656975	515892.28515	550026.547366667	298042.70535	505716.802175	392156.039875	852625.789425	465961.746866667	521275.4273	633414.431325	639706.2593	659954.14945	533807.05265	755184.583825	NA	136840.4879	171592.241	183696.7623	202932.23525	140939.1654	NA	68538.2284	408199.863066667	370244.9868	566624.170875	561538.9693	395612.5672	543372.1962	648232.68605	319772.2842	378266.83565	302327.264533333	404993.500825	366692.1794	206089.931	661646.5593	741322.385525	508396.112466667	466774.2883	509880.0712
ABP1	3283194.86714286	2316477.99036667	2959101.3728	1562015.8559	1230445.99895	1989615.3673	1835961.9226	1757090.86346667	2074887.919325	2681814.8768	3305394.364925	2667379.657675	2118226.3099	2551141.72235	2264622.32335	1196671.08055	1660934.27486667	1386443.82645	1623251.83953333	3127577.228025	1412904.702625	2038988.87395	2081859.35233333	2364952.817525	1685898.9855	2230398.833375	2244077.5127	1995289.704225	1409523.3927	1250712.42195	2439388.787675	1633975.5304	3145561.63465	1647653.825525	1946512.067125	1266673.8881	1850091.1914	2311183.59595	1926529.380325	2084475.63685	1847953.2203	2629299.60325	3069812.0426	3576746.0987	3185304.957575	3501708.164225	2368224.4552	2235271.20155	3640181.491275	2368362.56815	2835519.58225	3190793.4143	5369541.50235	4183839.9617	3707620.229725	2201324.746225	4405824.443675	3307254.8646	2733051.939125	3394247.337425	2719152.3188	2581057.7188	1931398.17215	3344626.247325	3402022.1255	2300213.84125	3691563.27575	4109741.5338	2904026.7623	3186023.0013	3312432.0014	3101094.86045	4282611.612575	2451113.567625	1474942.6687	2518369.781425	2762800.4902	2947968.23055	2145329.1814	2073051.353325	2648092.02065	2849967.087475	3213039.0822	3815252.28046667	2222358.59925	4551462.169525	3839209.14835	3955693.652	3062703.339175	4296102.444625	3347900.0305	2912236.616425	3532027.877675	2825904.12895	3600742.13843333	4674253.201125	3998081.0087	4593776.08405	2358060.1338	3507925.466375	2747542.93975	1722593.77035	2552578.261775	3540596.37335	1919807.2723	2872673.774925	2203216.542375
MSH3	1877731.48945	3996220.41384286	3894303.8868	3634231.05366667	4229326.8025	3360667.03075	4090436.60555	2460229.4856	NA	3480740.66335	5263440.017575	NA	NA	1859666.5536	NA	6691478.860325	8866611.39715	NA	6314728.134275	5116038.662375	4461446.408925	7688590.878225	4112083.8953	NA	7534141.9379	1067681.4192	6596573.904475	6112545.389475	8188840.589525	6312478.030325	2076454.5477	6380095.51875	4701318.121775	1537016.2487	NA	10019089.47775	3960435.4331	NA	NA	3642185.700175	1630618.89	NA	NA	1405926.6554	NA	1766991.57675	1152991.742775	2943588.9894	984408.9788	NA	4478441.587275	2461204.3057	4090130.49625	NA	2831748.7398	1981376.3788	1595220.228475	2085848.725375	1387139.0485	3392584.014625	1331647.3487	2252570.00436667	1661815.88805	2044764.337525	3424719.79475	2798754.0723	1996254.0083	4214223.5749	2782996.2783	742881.2222	2616222.6589	4222816.4593	1722138.83013333	4139165.707425	1526449.782225	10013275.10905	3716749.390525	3899023.4395	6342636.0567	4380451.6129	1468739.43305	1780837.9349	2302793.1756	2756738.85945	1049089.182	3456080.63	3226213.7842	2302025.9512	1137643.0196	2777425.2554	1599222.75705	3431923.502625	3934904.49405	2421539.767675	2371045.27245	3111370.986425	952532.9471	4039880.344325	2078129.93415	4417530.045275	NA	3105589.7687	1812577.1223	3108318.1861	1410378.6404	3942479.89895	NA
