gene	BY	RM	1_1_d	1_3_d	1_4_d	1_5_c	2_2_d	2_3_d	2_4_a	2_5_d	3_1_d	3_3_d	3_4_d	3_5_d	4_1_c	4_3_d	4_4_d	5_1_d	5_2_d	5_3_d	5_4_d	5_5_d	6_1_d	6_2_b	6_3_c	6_4_d	6_5_d	6_6_d	6_7_d	7_1_d	7_2_c	7_3_d	7_4_c	7_5_d	7_6_c	7_7_c	7_8_d	8_1_a	8_2_d	8_3_a	8_4_c	8_5_b	8_6_c	8_7_b	9_1_d	9_2_d	9_3_d	9_4_d	9_5_d	9_6_d	9_7_d	10_1_c	10_2_d	10_3_c	10_4_d	11_1_a	11_2_d	11_3_b	12_1_d	12_2_b	13_1_a	13_2_c	13_3_b	13_4_a	13_5_c	14_1_b	14_2_c	14_5_b	14_6_d	14_7_c	15_2_d	15_3_b	15_5_b	16_1_d	17_1_a	17_2_d	17_4_a	17_5_b	18_1_d	18_2_d	18_3_d	19_1_c	19_5_b	20_1_d	20_2_d	20_3_c	20_4_c	20_5_d	21_1_d	21_3_d	21_4_d	21_5_c	22_1_d	22_2_d	22_3_b	22_4_d	22_5_d	23_3_d	23_4_d	23_5_d	24_1_d	25_1_d	25_3_d	25_4_d	26_1_d	26_2_d	26_3_d
RPL5	59622618.38388	61540986.24067	50145648.84025	49621377.7764	56575110.286825	55602537.921475	56327315.070675	54671322.397	36195060.92045	50377941.44395	44429142.388225	49599239.476975	27331898.7148	53964218.875625	27035976.7892	58115131.199675	50310358.8037	32174320.9103	58724721.374525	46080867.60795	50999648.784	49749015.23785	46196008.342275	43495072.14175	63947137.810175	50435552.932675	46872127.586725	52328563.711875	50999869.000675	49428518.3599	43102809.38805	49801111.251175	44241729.651125	39643536.336475	53086635.936125	54663225.419725	51228024.498175	28921543.726775	55426498.9192	49727624.591825	44447072.64605	57327147.8389	39002687.908425	52801133.23455	56667826.472275	53137830.21035	58548221.1204	49936017.354475	62150429.65655	35511705.906525	61132846.173975	52469513.026	85279183.672675	71050864.143875	87953615.130775	63904125.676125	49634261.46735	85767348.106575	50894798.08925	61000395.8251	58004917.571225	57132380.669225	63063208.0853	55506228.019825	58424244.5012	52159943.1265	87033413.8318	62154440.244125	62927609.0274	59247572.184275	56200329.187125	58993735.4078	54303393.7212	51656135.16765	28788797.990925	45309985.841875	52573228.898225	49901890.0407	59522846.476725	42153498.909325	35245167.91995	46190745.3701	44193619.4396	46982592.064425	50998948.46205	45176938.647725	62832182.148375	51848609.870325	49448281.17405	63728160.4708	42035437.012475	56700112.958325	47813116.170925	45087783.468925	50408890.28585	53651599.230425	46838858.9591	75259462.758875	64343239.55395	70642147.718575	32749634.148475	40402000.125	66115103.175275	64596614.305425	45236805.21845	70239727.63745	27410260.40605
RPL33A	23290836.9852778	22779320.0427	27952791.179225	18444258.063575	22297918.2048	22226291.783925	24898956.923325	25017119.8767	14667711.551975	25143266.4197	21014201.931125	23191000.5313	13764405.7576	28386743.816675	12549317.9179	25640671.39255	17358568.231425	12829889.04185	23185725.705075	19502552.30375	22151136.476775	26016792.963825	18893746.1198	27277367.422075	30627073.609225	23654269.809175	19635529.5847	28543979.134875	NA	26742352.86455	22807252.34765	23378206.4605	23427225.284975	15736291.063575	22243330.565775	NA	30498518.2314	11442441.96895	28010464.383875	20303284.6294	23607739.067825	28366218.678075	18701357.6282	24400882.029125	26844419.2993	16154073.530875	23226884.810775	18445214.486625	28978436.6266	16939375.7545	23930302.39905	19768890.966125	31553406.49585	36019868.813125	40688874.592075	30659265.887275	24810343.00915	39736707.334025	21821232.188875	31037843.6044	24184639.5674	24219755.487175	31959871.56015	26399757.919675	31540785.911675	20044951.64385	38664103.35855	28195238.990025	21907968.3249	24584355.844275	27473002.579725	32382899.506275	21449784.147575	24122884.902125	14638624.75835	18861112.8944	24688602.868275	23612877.8539	24039411.918375	19259662.321825	17084883.066	18126666.676975	27800082.75335	29004748.6448	28568040.053	27565662.233525	25133931.74135	25510607.58495	19074182.53405	24832998.518925	13710623.4312	25297114.3467	24174052.926075	19534585.235025	28539188.59145	29327433.536325	18699790.054875	30697416.639525	30017561.544225	32699190.690225	15505172.1437	15638631.23425	28980262.27595	32757078.16015	18817313.99185	33985971.715775	16658148.57215
KES1	1694351.36204	2187171.6136	2171460.762775	1730341.47486667	1370432.0093	1607253.17375	2083667.4387	1511677.248375	1637652.04415	1298217.910925	1601015.877325	1444379.13705	1185320.702225	1706355.008875	1518150.718675	1492949.727675	1837845.53425	1401604.911875	2585984.4235	1540857.72205	1581421.07243333	1550000.4759	1596101.5443	1707162.483025	1591793.526875	1734705.3258	1713331.899325	1566909.390375	1278673.8461	1526631.886325	1460469.714775	1859567.973425	1702009.813275	1906386.3162	1653438.274525	1982822.17406667	1392412.7211	1489985.855975	1814816.945225	1119244.63533333	2024244.5309	1870056.2325	2197175.062675	1817248.31285	1601249.9429	2107471.4726	2080312.196275	2412856.1878	1999935.47333333	1533655.47905	2179125.601675	2411696.221575	2729113.41085	2812071.736275	2571390.982975	2031676.266075	1971963.2186	2783861.971875	2158072.776725	2196129.319625	2248332.986975	2430135.83065	1707125.267525	1576452.39845	1965354.092825	2466248.265575	3203644.102775	2030352.2442	2668485.5027	3026473.417525	1286934.94995	2624930.0643	2420721.238475	2279543.001925	1928066.693	1734964.96415	1467135.80745	1767878.199075	1896998.762825	1264957.9406	1552461.41765	1407274.803475	2672719.224025	2005018.36155	2384457.093075	1871742.708075	2876410.73386667	2396966.73525	2395271.456475	1746941.01905	2110441.5923	1845371.95855	1528649.3118	1923841.797225	2189021.243525	2168267.221975	1768296.398	2201868.894975	2065668.642475	2940528.984175	1833565.5905	1344180.35885	2109941.542375	2245073.5577	1964719.406225	2464711.722425	1847440.11725
PEP4	5029226.8831	4925702.182375	5772510.138325	3752322.0956	2909958.168175	3564968.3175	3578291.5721	3462705.374	8427304.0451	6588468.9143	7847784.51435	5134385.382375	8150485.229075	4241803.7292	9085908.898525	2376895.46895	7300432.0721	5726777.0134	4094043.4855	9063534.60705	3645091.038675	2929615.86025	5410803.629425	5956492.153425	3204349.764625	6792254.766925	7896312.5354	3491579.7704	3189219.4574	4636703.3091	6593134.82565	3881325.39505	5106909.510675	8872220.344425	2971765.33855	2813350.7128	4730869.9119	6280752.633125	3508251.142175	3600975.953775	6735375.603775	4378734.010475	11159451.338325	8266276.421725	5800236.180225	13900552.05955	8550018.733675	7653596.3197	8058909.9205	10605179.7070667	4855531.402675	6412215.496075	4846874.849575	10352936.677025	3112846.67005	2816980.776475	12462335.16735	4296615.86315	7014804.1537	7598482.232425	6710967.477575	5084584.543325	2421271.098475	5416064.7202	9870036.425825	7828186.85185	5139387.07615	5689709.77365	4476170.421025	9331320.61955	4218728.14663333	8168466.15733333	8520067.376875	3903799.340075	4367065.971675	2995381.71785	3416503.46575	4959523.67395	1752498.7753	2517868.0425	6891812.050625	5058356.295575	8500609.38365	7079835.15565	4076168.698025	8228161.27065	8674807.98765	14184510.4589	12942712.0622	7634651.76165	11954718.744225	7790087.90395	5465384.450975	9605112.146225	7008489.753725	7568971.9597	9772139.64305	6819396.105925	4700685.37645	6271264.39155	12391854.873875	5042730.1904	5877512.524625	7540698.6502	7312220.4267	5304341.2235	8876703.31625
KIP2	1230159.70401	1923271.83503	1564887.500975	1136146.490275	1444720.081825	1132390.260675	1162071.427975	1033675.64705	2426844.432375	1273973.82145	1343785.27225	1386722.372175	2718071.847	1441896.347625	2716420.1516	1024167.83275	1497377.81015	1255516.523975	1045643.328925	1394630.36045	1175874.79805	1368637.201925	1468383.739375	1448878.241725	1497475.93153333	1931706.61245	1318664.88253333	1295899.614325	992072.28725	1441641.194375	1294083.84486667	1442536.024775	1629948.33075	1355369.371275	1047035.44945	1176021.13545	1063310.907075	2232860.12485	1010103.846775	2045660.31775	1249775.3514	1344192.939675	1649850.069475	1401857.29575	1329410.551575	3184989.808475	1650787.1645	1852412.270875	1481944.898775	3601481.61275	1256569.710125	1790406.965275	1583786.245725	1895932.3199	1341261.96805	1363393.963225	1610817.94225	1379016.166925	1483578.94175	1393470.0451	2877396.646475	2769032.628075	1220296.50345	1796634.856075	2506396.187175	2197832.381925	1311429.189575	1176804.1415	1170980.1978	3118472.047175	1220721.729675	1671781.385475	1607418.395775	1324669.5816	1607301.00145	1490953.0061	1586806.7118	1375745.19103333	1301758.611475	1903112.871025	2237680.89525	989406.8634	754225.943925	627017.772725	436395.2785	724681.658275	632223.70185	404185.5449	662328.506933334	829776.162225	1210823.72746667	1182572.7956	1193157.4511	1763043.076825	1507143.3717	1338594.431025	1410220.280075	1179328.04355	1240179.552275	1107415.0736	1464074.2782	1147295.309025	1484311.538475	1421834.414225	2265008.224225	1467322.319825	2411276.91045
TGS1	2232453.9756	1931294.44801	3627160.070375	4710390.575925	4854492.442775	4490301.258925	3694217.3476	5027725.51245	4084879.44165	6245678.236825	8967100.459275	5655411.825575	4176763.04823333	3729541.0401	3706165.332975	6664147.320025	7131245.0155	4259205.691225	5849361.2099	7326631.634275	7769240.990125	3181313.87445	8175967.173925	7927422.5764	4997471.81045	4813521.820525	6833098.599775	8310586.893125	6553091.5122	8540543.1475	6664894.6797	8424670.3705	2650122.386425	3967097.291125	4358609.140375	4761017.320575	7297989.5662	2880607.98745	3368156.5394	4132728.493075	4914059.287025	11404596.71965	2136605.202875	12406785.96275	9849824.994425	3191356.360675	9632318.074825	3181004.413625	4775961.8587	2043490.1106	8006875.73	4599958.0786	2034292.512925	2306048.67045	2029842.0118	10260289.253225	13643444.877175	2253729.653725	6364401.64115	8717859.712525	3849494.291425	6424797.708925	9251738.41185	11504933.619675	13263160.32115	3031084.92955	2002488.839575	11385274.876375	1693947.4651	2596233.49165	10697518.7529	8252787.2401	2429260.09865	2609469.1936	2526584.84925	4829478.36675	2570609.08315	3955896.673075	3150745.632175	6133603.960575	2952777.290625	4014665.32075	3001021.2078	2665960.724975	NA	2952301.74275	3234184.251275	1026022.193875	1022255.4677	2514794.1069	3086884.000175	5018455.197075	2285707.201625	1611249.92295	3143113.705275	3217897.0706	1489657.554575	1849763.88595	1538541.929	1544839.80785	1524195.47496667	922843.8534	2581073.283325	2103466.50176667	1551599.1198	2492418.18895	2223391.1641
YPL158C	7047073.27853333	NA	10746558.02565	5621293.030775	8818008.177725	7683485.169825	8793513.13965	7963603.019	3361466.66035	8659016.471625	8522575.880325	7751645.271	3221801.640325	10328433.667475	3705918.917275	8848042.130175	5821377.3535	4441938.3282	6073874.089225	8827757.637125	8331475.554625	10082047.70285	5944644.684725	16558850.7212	10660331.6953	8276934.87545	8916965.43095	10537636.5945	8032354.2956	11878077.6985	10822394.7694	9774510.6487	5916178.861525	4198097.4355	7674993.225425	NA	12838112.5509	3393186.475325	9310446.81805	7091179.798875	7408846.863425	12143529.084975	4137197.6761	10205997.57945	9302228.8638	3505433.835375	8910960.264175	5310238.5642	10350471.57735	4595056.747075	8001825.564425	3467847.3663	8978063.44895	11928430.139825	13158998.0239	11662235.814575	9238932.836275	14414467.503825	5307616.66245	12310883.085075	9790872.02795	4811968.876025	11351231.792425	8267241.988025	14518697.88225	4170000.595675	13590865.035575	10352767.505075	3714839.650225	5319251.45715	8091164.960925	8038089.945125	5763741.686	9057612.09915	2635272.416425	6160508.967975	8366405.6651	7620736.495425	8800411.455675	6097605.905675	6922761.692275	4307200.5006	6537008.88445	9370871.482475	9486765.4652	9114542.346975	9688200.0446	5369063.12805	4083332.618975	7147560.702375	3993956.220475	10441390.868825	7101764.297225	4623186.325525	9257464.868425	10850238.706025	4699563.604425	11032021.9412	8176508.676475	10683704.1199	4795766.625625	2931682.100325	12404835.42755	13020717.640675	5152892.46405	12396546.236775	3402055.2554
CDC60	4813058.73011	3807059.62758	4084770.4256	3696961.330375	3408967.93455	4270236.643075	3265931.4006	3619041.64325	3457631.257725	4254430.515325	4912193.156975	3666525.65715	4331316.236575	3176961.368	4573973.7567	3000249.906725	3263605.1093	4109663.215975	3975976.66705	4227514.901425	2355492.33665	3122625.188525	3898026.496825	2515844.705775	3134690.062275	3570697.08925	2415025.25535	3282982.136475	3666985.748275	2825170.125025	3753335.5707	4183808.964425	4363476.92485	3854817.2407	4399900.690275	2990095.70025	4578021.54305	5530039.45975	3344599.1814	4488075.361325	3496015.75475	4446330.467375	7189812.805525	4973183.74555	6286868.902375	10430244.709425	5657653.706375	7173027.90215	7031974.886825	6394057.6541	4017981.0957	6353627.280475	6278845.421475	4761003.09005	5207066.369825	3860771.44055	5206369.14205	5337518.171425	5430272.45695	4719048.5412	4806210.615175	5620846.362225	4047650.225175	5074921.961825	4121134.7615	7275959.627	4656485.730675	5748320.74595	7514045.70035	6102915.74975	5694821.55515	3628102.53105	7542737.032775	4088407.934125	4135562.170975	5658869.892525	4242991.431325	3807000.95585	3812079.546825	4657933.00625	4038262.1311	4466747.107425	3791773.0169	3210662.0367	4661609.4502	5106047.706225	4562851.3246	6936932.2985	8442021.841275	5382882.139725	6661891.646775	4194000.731975	4668613.674275	5066371.6017	3770920.046275	5902051.788725	6962297.65465	6819056.952475	5145450.71965	5990193.98725	4710207.32425	5745268.06395	5574586.9565	5186160.7038	5264107.83	6199063.8245	5070157.966725
APL5	3905003.13995	4581243.16644	1920981.4273	3240396.859425	2084263.79806667	3889738.832475	1077052.2514	2885462.5953	4729292.8468	964087.02585	1633567.5148	3157504.893525	1896433.418675	2878312.953125	2235692.0325	2829366.811325	4094680.126775	7171023.370825	2152439.09503333	2226552.23935	1749926.2572	1430626.130625	1286083.073	1631956.8152	1345231.024925	5728790.7016	2882002.1694	1033295.6	3211032.890475	NA	3016051.845925	1382206.62546667	3664766.19845	5311755.986325	4966088.50045	2571068.587825	880941.62465	1395395.28635	1843482.3152	4544425.576325	2992487.1476	1702867.34035	1250408.761825	2799985.236825	2911443.170775	2198744.8803	3210171.52025	2947443.722925	2384259.6061	1380465.635425	2864416.373075	2471662.142475	971589.0202	914401.510133333	1335953.248675	3263522.0145	1257458.67445	2728092.44125	3500978.08125	1714198.327175	6840559.6069	1572456.3882	3496127.839875	2666198.5961	5578721.882225	2983967.3864	1080007.19775	3196403.528625	3104734.0399	2038473.14045	5302725.0735	1406096.615275	2454659.0661	1058646.057925	1449080.04155	1624180.12495	NA	1413161.739	1631351.7803	2844625.57875	3461986.2305	1509723.34515	1951342.32005	1978951.316725	14317576.667725	2532567.85205	NA	5502996.66025	7022886.741775	1308791.9984	1511658.2263	1723430.962525	NA	1807742.11575	1873026.69225	943115.380066667	2411730.941725	1734326.473875	4412237.45895	1799905.908775	3097218.2724	4216000.9849	5502510.203575	3549124.84956667	7729097.743725	1914634.4561	1327957.8219
YIG1	864201.86305	NA	NA	NA	NA	NA	NA	NA	NA	NA	1105195.38585	NA	NA	NA	NA	2735478.066425	1708270.46785	NA	1874974.92155	2169378.4813	1435146.969325	3139491.179125	1489770.5849	NA	2773666.258325	NA	1745810.88685	2176335.75365	2555664.84895	1597079.0438	NA	2618756.115575	NA	NA	NA	2839675.53325	2070953.929275	NA	1585571.93135	NA	NA	NA	NA	NA	NA	NA	NA	NA	505581.0736	NA	951111.9309	NA	627088.15245	NA	468117.2945	NA	NA	2156601.63475	NA	506986.1947	NA	NA	530688.2646	NA	NA	872497.538133333	1400540.314825	538462.3495	824189.1882	NA	884410.2415	NA	760236.106525	NA	NA	NA	1522698.5448	NA	NA	NA	NA	NA	2175037.8717	2609467.34496667	3077963.287075	3015012.943425	2437998.67145	1465139.18195	1841703.246525	5337169.464725	4127721.977575	1789393.39333333	6937008.103525	4698084.186575	5879240.07465	3409484.0049	4786846.575025	4148382.875125	3922337.764325	4321804.693175	1870354.76195	8931809.8009	6028518.990025	4512404.840575	4663958.2789	4286495.610175	NA
AFT2	343780.747128571	290598.87136	NA	NA	170726.9432	209505.9939	497457.1522	339976.51855	159404.862	NA	426261.305266667	148535.4854	278370.39405	440803.71545	NA	1127175.920275	328971.50135	NA	439090.6006	384563.241375	NA	317167.4031	NA	NA	NA	207301.2641	454912.9369	430497.623525	420617.7656	327334.301625	NA	309676.77955	137562.7937	NA	138031.9951	293847.513875	100233.2254	NA	1032925.3682	194387.8121	563524.6514	350924.468933333	NA	357449.5544	336975.5372	NA	312561.9335	276347.0631	NA	NA	434635.1915	NA	125571.1263	NA	271229.019025	842871.54445	317949.322125	253795.768325	167731.0218	808113.711	NA	163875.7218	785363.991475	535249.1138	435761.65305	316455.19495	291419.624025	446065.6344	273614.7376	81027.6097	833004.209775	719048.03635	168072.2831	NA	102898.5479	1015414.6244	NA	NA	207773.9565	497174.16145	NA	NA	NA	NA	NA	NA	539453.7197	NA	NA	NA	NA	413993.0001	895039.63045	NA	NA	NA	NA	NA	NA	NA	NA	102854.9112	NA	NA	NA	NA	NA
